Category,Grade,Question,,,
Careers,8,Identify one thing you learned from this leader's educational or career path.,,,
Careers,8,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Careers,9,Which leader did you choose to learn about?,,,
Careers,9,Why did you choose this interview?,,,
Careers,9,Identify one thing you learned from this leader's educational or career path.,,,
Careers,9,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Careers,10,Which leader did you choose to learn about?,,,
Careers,10,Why did you choose this interview?,,,
Careers,10,Identify one thing you learned from this leader's educational or career path.,,,
Careers,10,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Careers,11,Which leader did you choose to learn about?,,,
Careers,11,Why did you choose this interview?,,,
Careers,11,Identify one thing you learned from this leader's educational or career path.,,,
Careers,11,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Careers,12,Which leader did you choose to learn about?,,,
Careers,12,Why did you choose this interview?,,,
Careers,12,Identify one thing you learned from this leader's educational or career path.,,,
Careers,12,"Did this interview confirm thoughts you had about this career path, or have your thoughts changed? Why?",,,
Other,7,Are you excited about going to high school? ,,,
Other,7,What are you looking forward to most in high school? ,,,
Other,7,What concerns do you have about going to high school?,,,
Other,7,What activities do you plan on participating in your freshman year? You can list up to five activities. ,,,
Other,7,What accomplishment in middle school makes you feel proud of yourself? ,,,
Other,7,What is one thing you wish you had done differently in middle school? What would you do if you had the chance to do this over? ,,,
Other,7,"As you reflect on 8th grade, how important are these goals for yourself in high school? ",,,
Other,7,What are your plans after high school? Please select at least 1 choice.,,,
Other,7,What career pathway(s) interest you? Please select at least 1 choice. ,,,
Other,8,Are you excited about going to high school? ,,,
Other,8,What are you looking forward to most in high school? ,,,
Other,8,What concerns do you have about going to high school?,,,
Other,8,What activities do you plan on participating in your freshman year? You can list up to five activities. ,,,
Other,8,What accomplishment in middle school makes you feel proud of yourself? ,,,
Other,8,What is one thing you wish you had done differently in middle school? What would you do if you had the chance to do this over? ,,,
Other,8,"As you reflect on 8th grade, how important are these goals for yourself in high school? ",,,
Other,8,What are your plans after high school? Please select at least 1 choice.,,,
